Song,Artist,Date,Streams,Rank,Country
Perfect,Ed Sheeran,2021-02-02,"2,905",158,"Korea, Republic of"
Left & Right,SEVENTEEN,2021-02-02,"2,893",159,"Korea, Republic of"
Fire,BTS,2021-02-02,"2,888",160,"Korea, Republic of"
Your Shampoo Scent In The Flowers,Jang Beom June,2021-02-02,"2,878",161,"Korea, Republic of"
If the World Was Ending - feat. Julia Michaels,JP Saxe,2021-02-02,"2,870",162,"Korea, Republic of"
How Can I,H 3 F,2021-02-02,"2,868",163,"Korea, Republic of"
Heartbeat (BTS World Original Soundtrack),BTS,2021-02-02,"2,855",164,"Korea, Republic of"
I'm Fine,BTS,2021-02-02,"2,850",165,"Korea, Republic of"
i'm so tired...,"Lauv, Troye Sivan",2021-02-02,"2,846",166,"Korea, Republic of"
Dynamite - Holiday Remix,BTS,2021-02-02,"2,807",167,"Korea, Republic of"
Ridin',NCT DREAM,2021-02-02,"2,800",168,"Korea, Republic of"
Heather,Conan Gray,2021-02-02,"2,795",169,"Korea, Republic of"
The Middle,"Zedd, Maren Morris, Grey",2021-02-02,"2,793",170,"Korea, Republic of"
Silver Spoon,BTS,2021-02-02,"2,788",171,"Korea, Republic of"
예뻤어 You Were Beautiful,DAY6,2021-02-02,"2,780",172,"Korea, Republic of"
Sorry,Justin Bieber,2021-02-02,"2,779",173,"Korea, Republic of"
Rain On Me (with Ariana Grande),Lady Gaga,2021-02-02,"2,761",174,"Korea, Republic of"
WITHOUT YOU,The Kid LAROI,2021-02-02,"2,758",175,"Korea, Republic of"
Cherry Bomb,NCT 127,2021-02-02,"2,750",176,"Korea, Republic of"
Maniac,Conan Gray,2021-02-02,"2,716",177,"Korea, Republic of"
You (with Marshmello & Vance Joy),benny blanco,2021-02-02,"2,716",178,"Korea, Republic of"
Begin,BTS,2021-02-02,"2,704",179,"Korea, Republic of"
시작,Gaho,2021-02-02,"2,703",180,"Korea, Republic of"
CREDIT,"lIlBOI, YUMDDA, GIRIBOY, Zion.T",2021-02-02,"2,683",181,"Korea, Republic of"
DDU-DU DDU-DU,BLACKPINK,2021-02-02,"2,677",182,"Korea, Republic of"
Skin,Sabrina Carpenter,2021-02-02,"2,677",183,"Korea, Republic of"
Achoo,"Mirani, pH-1, HAON",2021-02-02,"2,676",184,"Korea, Republic of"
Scars To Your Beautiful,Alessia Cara,2021-02-02,"2,669",185,"Korea, Republic of"
Love should not be harsh on you,Lim Changjung,2021-02-02,"2,660",186,"Korea, Republic of"
Crazy Over You,BLACKPINK,2021-02-02,"2,651",187,"Korea, Republic of"
Intentions (feat. Quavo),Justin Bieber,2021-02-02,"2,647",188,"Korea, Republic of"
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,2021-02-02,"2,630",189,"Korea, Republic of"
Old Town Road (feat. RM of BTS) - Seoul Town Road Remix,Lil Nas X,2021-02-02,"2,628",190,"Korea, Republic of"
Prisoner (feat. Dua Lipa),Miley Cyrus,2021-02-02,"2,610",191,"Korea, Republic of"
We Go Up,NCT DREAM,2021-02-02,"2,603",192,"Korea, Republic of"
Heat Waves,Glass Animals,2021-02-02,"2,587",193,"Korea, Republic of"
Boy In Luv,BTS,2021-02-02,"2,564",194,"Korea, Republic of"
Boyz With Fun,BTS,2021-02-02,"2,561",195,"Korea, Republic of"
A Brand New Day (BTS World Original Soundtrack) [Pt. 2],"BTS, Zara Larsson",2021-02-02,"2,560",196,"Korea, Republic of"
Sucker,Jonas Brothers,2021-02-02,"2,539",197,"Korea, Republic of"
Love Yourself,Justin Bieber,2021-02-02,"2,535",198,"Korea, Republic of"
Like,BTS,2021-02-02,"2,534",199,"Korea, Republic of"
Paradise (feat. Dermot Kennedy),MEDUZA,2021-02-02,"2,534",200,"Korea, Republic of"
Dynamite,BTS,2021-02-03,"21,760",1,"Korea, Republic of"
Life Goes On,BTS,2021-02-03,"17,921",2,"Korea, Republic of"
Lovesick Girls,BLACKPINK,2021-02-03,"12,263",3,"Korea, Republic of"
Blue & Grey,BTS,2021-02-03,"10,638",4,"Korea, Republic of"
Boy With Luv (feat. Halsey),BTS,2021-02-03,"9,580",5,"Korea, Republic of"
Fly To My Room,BTS,2021-02-03,"9,466",6,"Korea, Republic of"
Stay,BTS,2021-02-03,"8,912",7,"Korea, Republic of"
Dis-ease,BTS,2021-02-03,"8,825",8,"Korea, Republic of"
Telepathy,BTS,2021-02-03,"8,405",9,"Korea, Republic of"
How You Like That,BLACKPINK,2021-02-03,"7,771",10,"Korea, Republic of"
drivers license,Olivia Rodrigo,2021-02-03,"7,572",11,"Korea, Republic of"
Black Mamba,aespa,2021-02-03,"7,489",12,"Korea, Republic of"
VVS,"Mirani, Munchman, Khundi Panda, MUSHVENOM, JUSTHIS",2021-02-03,"7,335",13,"Korea, Republic of"
ON,BTS,2021-02-03,"7,268",14,"Korea, Republic of"
At My Worst,Pink Sweat$,2021-02-03,"7,200",15,"Korea, Republic of"
34+35,Ariana Grande,2021-02-03,"6,693",16,"Korea, Republic of"
Filter,BTS,2021-02-03,"6,463",17,"Korea, Republic of"
Levitating (feat. DaBaby),Dua Lipa,2021-02-03,"6,419",18,"Korea, Republic of"
Panorama,IZ*ONE,2021-02-03,"6,346",19,"Korea, Republic of"
친구,BTS,2021-02-03,"6,340",20,"Korea, Republic of"
Celebrity,IU,2021-02-03,"6,272",21,"Korea, Republic of"
My Time,BTS,2021-02-03,"6,068",22,"Korea, Republic of"
Anyone,Justin Bieber,2021-02-03,"5,990",23,"Korea, Republic of"
Euphoria,BTS,2021-02-03,"5,929",24,"Korea, Republic of"
I CAN'T STOP ME,TWICE,2021-02-03,"5,875",25,"Korea, Republic of"
Mikrokosmos,BTS,2021-02-03,"5,692",26,"Korea, Republic of"
Pretty Savage,BLACKPINK,2021-02-03,"5,511",27,"Korea, Republic of"
Make A Wish (Birthday Song),NCT U,2021-02-03,"5,416",28,"Korea, Republic of"
Ice Cream (with Selena Gomez),BLACKPINK,2021-02-03,"5,402",29,"Korea, Republic of"
positions,Ariana Grande,2021-02-03,"5,334",30,"Korea, Republic of"
Jamais Vu,BTS,2021-02-03,"5,297",31,"Korea, Republic of"
Sweet Night,V,2021-02-03,"5,171",32,"Korea, Republic of"
What Do I Call You,TAEYEON,2021-02-03,"5,125",33,"Korea, Republic of"
Save Your Tears,The Weeknd,2021-02-03,"5,123",34,"Korea, Republic of"
Black Swan,BTS,2021-02-03,"5,088",35,"Korea, Republic of"
Blinding Lights,The Weeknd,2021-02-03,"5,070",36,"Korea, Republic of"
Spring Day,BTS,2021-02-03,"5,022",37,"Korea, Republic of"
Psycho,Red Velvet,2021-02-03,"4,788",38,"Korea, Republic of"
Someone You Loved,Lewis Capaldi,2021-02-03,"4,735",39,"Korea, Republic of"
Not Shy,ITZY,2021-02-03,"4,635",40,"Korea, Republic of"
Magic Shop,BTS,2021-02-03,"4,626",41,"Korea, Republic of"
90's Love,NCT U,2021-02-03,"4,620",42,"Korea, Republic of"
Stuck with U (with Justin Bieber),Ariana Grande,2021-02-03,"4,602",43,"Korea, Republic of"
We are Bulletproof : the Eternal,BTS,2021-02-03,"4,580",44,"Korea, Republic of"
Make It Right,BTS,2021-02-03,"4,511",45,"Korea, Republic of"
DNA,BTS,2021-02-03,"4,501",46,"Korea, Republic of"
00:00 (Zero O’Clock),BTS,2021-02-03,"4,439",47,"Korea, Republic of"
FAKE LOVE,BTS,2021-02-03,"4,345",48,"Korea, Republic of"
Don't Start Now,Dua Lipa,2021-02-03,"4,283",49,"Korea, Republic of"
People,Agust D,2021-02-03,"4,275",50,"Korea, Republic of"
I Like Me Better,Lauv,2021-02-03,"4,268",51,"Korea, Republic of"
Good Days,SZA,2021-02-03,"4,230",52,"Korea, Republic of"
Moon,BTS,2021-02-03,"4,225",53,"Korea, Republic of"
"How can I love the heartbreak, you're the one I love",AKMU,2021-02-03,"4,201",54,"Korea, Republic of"
Beautiful People (feat. Khalid),Ed Sheeran,2021-02-03,"4,146",55,"Korea, Republic of"
Tomorrow,"lIlBOI, GIRIBOY, BIG Naughty",2021-02-03,"4,115",56,"Korea, Republic of"
2002,Anne-Marie,2021-02-03,"4,114",57,"Korea, Republic of"
Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,2021-02-03,"4,041",58,"Korea, Republic of"
Holy (feat. Chance The Rapper),Justin Bieber,2021-02-03,"4,037",59,"Korea, Republic of"
METEOR,CHANGMO,2021-02-03,"3,970",60,"Korea, Republic of"
Love Maze,BTS,2021-02-03,"3,960",61,"Korea, Republic of"
willow,Taylor Swift,2021-02-03,"3,942",62,"Korea, Republic of"
Inner Child,BTS,2021-02-03,"3,902",63,"Korea, Republic of"
Therefore I Am,Billie Eilish,2021-02-03,"3,889",64,"Korea, Republic of"
Daechwita,Agust D,2021-02-03,"3,884",65,"Korea, Republic of"
Serendipity (Full Length Edition),BTS,2021-02-03,"3,873",66,"Korea, Republic of"
The Truth Untold,"BTS, Steve Aoki",2021-02-03,"3,873",67,"Korea, Republic of"
Intro : Persona,BTS,2021-02-03,"3,801",68,"Korea, Republic of"
Savage Love (Laxed – Siren Beat) [BTS Remix],"Jawsh 685, Jason Derulo",2021-02-03,"3,793",69,"Korea, Republic of"
HOME,BTS,2021-02-03,"3,788",70,"Korea, Republic of"
Pied Piper,BTS,2021-02-03,"3,761",71,"Korea, Republic of"
Mood (feat. iann dior),24kGoldn,2021-02-03,"3,756",72,"Korea, Republic of"
Bet You Wanna (feat. Cardi B),BLACKPINK,2021-02-03,"3,712",73,"Korea, Republic of"
Best Of Me,BTS,2021-02-03,"3,675",74,"Korea, Republic of"
MIC Drop (Steve Aoki Remix) [Full Length Edition],BTS,2021-02-03,"3,647",75,"Korea, Republic of"
For You,"LeeHi, Crush",2021-02-03,"3,561",76,"Korea, Republic of"
Señorita,"Shawn Mendes, Camila Cabello",2021-02-03,"3,521",77,"Korea, Republic of"
Respect,BTS,2021-02-03,"3,520",78,"Korea, Republic of"
Kick It,NCT 127,2021-02-03,"3,508",79,"Korea, Republic of"
instagram,DEAN,2021-02-03,"3,430",80,"Korea, Republic of"
Anpanman,BTS,2021-02-03,"3,414",81,"Korea, Republic of"
Answer : Love Myself,BTS,2021-02-03,"3,382",82,"Korea, Republic of"
Memories,Maroon 5,2021-02-03,"3,373",83,"Korea, Republic of"
HOLO,LeeHi,2021-02-03,"3,362",84,"Korea, Republic of"
Lie,BTS,2021-02-03,"3,360",85,"Korea, Republic of"
Dionysus,BTS,2021-02-03,"3,358",86,"Korea, Republic of"
If I Can't Have You,Shawn Mendes,2021-02-03,"3,356",87,"Korea, Republic of"
Circles,Post Malone,2021-02-03,"3,342",88,"Korea, Republic of"
Baila Conmigo (with Rauw Alejandro),Selena Gomez,2021-02-03,"3,320",89,"Korea, Republic of"
Chicken Noodle Soup (feat. Becky G),j-hope,2021-02-03,"3,312",90,"Korea, Republic of"
First Love,NCT 127,2021-02-03,"3,287",91,"Korea, Republic of"
욱 (UGH!),BTS,2021-02-03,"3,282",92,"Korea, Republic of"
Airplane pt.2,BTS,2021-02-03,"3,263",93,"Korea, Republic of"
Watermelon Sugar,Harry Styles,2021-02-03,"3,261",94,"Korea, Republic of"
dimple,BTS,2021-02-03,"3,243",95,"Korea, Republic of"
comethru,Jeremy Zucker,2021-02-03,"3,235",96,"Korea, Republic of"
Lo Vas A Olvidar (with ROSALÍA),Billie Eilish,2021-02-03,"3,229",97,"Korea, Republic of"
right here,keshi,2021-02-03,"3,228",98,"Korea, Republic of"
Strange,"Agust D, RM",2021-02-03,"3,188",99,"Korea, Republic of"
IDOL,BTS,2021-02-03,"3,181",100,"Korea, Republic of"
Amusement Park,BAEKHYUN,2021-02-03,"3,173",101,"Korea, Republic of"
Square (2017),Yerin Baek,2021-02-03,"3,173",102,"Korea, Republic of"
"10,000 Hours (with Justin Bieber)",Dan + Shay,2021-02-03,"3,149",103,"Korea, Republic of"
Blood Sweat & Tears,BTS,2021-02-03,"3,141",104,"Korea, Republic of"
Intro: Singularity,BTS,2021-02-03,"3,140",105,"Korea, Republic of"
WANNABE,ITZY,2021-02-03,"3,121",106,"Korea, Republic of"
X,CHUNG HA,2021-02-03,"3,114",107,"Korea, Republic of"
Dolphin,OH MY GIRL,2021-02-03,"3,105",108,"Korea, Republic of"
Blank Space,Taylor Swift,2021-02-03,"3,083",109,"Korea, Republic of"
Outro : Ego,BTS,2021-02-03,"3,071",110,"Korea, Republic of"
So What,BTS,2021-02-03,"3,066",111,"Korea, Republic of"
Epiphany,BTS,2021-02-03,"3,065",112,"Korea, Republic of"
you broke me first,Tate McRae,2021-02-03,"3,057",113,"Korea, Republic of"
Go Go,BTS,2021-02-03,"3,049",114,"Korea, Republic of"
I Don't Care (with Justin Bieber),Ed Sheeran,2021-02-03,"3,037",115,"Korea, Republic of"
Be Kind (with Halsey),Marshmello,2021-02-03,"3,029",116,"Korea, Republic of"
Louder than bombs,BTS,2021-02-03,"3,024",117,"Korea, Republic of"
Make It Right (feat. Lauv),BTS,2021-02-03,"3,010",118,"Korea, Republic of"
Who (feat. BTS),Lauv,2021-02-03,"2,985",119,"Korea, Republic of"
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2021-02-03,"2,984",120,"Korea, Republic of"
BOOM,NCT DREAM,2021-02-03,"2,981",121,"Korea, Republic of"
Afterglow,Ed Sheeran,2021-02-03,"2,971",122,"Korea, Republic of"
BOSS,"NCT, NCT U",2021-02-03,"2,947",123,"Korea, Republic of"
Youngblood,5 Seconds of Summer,2021-02-03,"2,940",124,"Korea, Republic of"
Best Friend (feat. Doja Cat),Saweetie,2021-02-03,"2,924",125,"Korea, Republic of"
Bang!,AJR,2021-02-03,"2,911",126,"Korea, Republic of"
Dope,BTS,2021-02-03,"2,898",127,"Korea, Republic of"
Blueberry Eyes (feat. SUGA of BTS),MAX,2021-02-03,"2,893",128,"Korea, Republic of"
Strawberries & Cigarettes,Troye Sivan,2021-02-03,"2,892",129,"Korea, Republic of"
Love To Hate Me,BLACKPINK,2021-02-03,"2,884",130,"Korea, Republic of"
Falling,Harry Styles,2021-02-03,"2,884",131,"Korea, Republic of"
Never Not,Lauv,2021-02-03,"2,861",132,"Korea, Republic of"
i'm so tired...,"Lauv, Troye Sivan",2021-02-03,"2,836",133,"Korea, Republic of"
BREATHE,LeeHi,2021-02-03,"2,829",134,"Korea, Republic of"
Save Me,BTS,2021-02-03,"2,811",135,"Korea, Republic of"
Your Shampoo Scent In The Flowers,Jang Beom June,2021-02-03,"2,803",136,"Korea, Republic of"
Maniac,Conan Gray,2021-02-03,"2,800",137,"Korea, Republic of"
Streets,Doja Cat,2021-02-03,"2,782",138,"Korea, Republic of"
I Need U,BTS,2021-02-03,"2,771",139,"Korea, Republic of"
CRY FOR ME,TWICE,2021-02-03,"2,769",140,"Korea, Republic of"
Burn It,"Agust D, MAX",2021-02-03,"2,764",141,"Korea, Republic of"
Sorry,Justin Bieber,2021-02-03,"2,760",142,"Korea, Republic of"
시작,Gaho,2021-02-03,"2,745",143,"Korea, Republic of"
Perfect,Ed Sheeran,2021-02-03,"2,738",144,"Korea, Republic of"
Stigma,BTS,2021-02-03,"2,732",145,"Korea, Republic of"
Achoo,"Mirani, pH-1, HAON",2021-02-03,"2,729",146,"Korea, Republic of"
Thinking out Loud,Ed Sheeran,2021-02-03,"2,727",147,"Korea, Republic of"
Love should not be harsh on you,Lim Changjung,2021-02-03,"2,727",148,"Korea, Republic of"
Outro: Wings,BTS,2021-02-03,"2,716",149,"Korea, Republic of"
Rain On Me (with Ariana Grande),Lady Gaga,2021-02-03,"2,688",150,"Korea, Republic of"
CREDIT,"lIlBOI, YUMDDA, GIRIBOY, Zion.T",2021-02-03,"2,688",151,"Korea, Republic of"
Heather,Conan Gray,2021-02-03,"2,687",152,"Korea, Republic of"
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,2021-02-03,"2,683",153,"Korea, Republic of"
pov,Ariana Grande,2021-02-03,"2,682",154,"Korea, Republic of"
"Every day, Every Moment",Paul Kim,2021-02-03,"2,655",155,"Korea, Republic of"
My Everything,NCT U,2021-02-03,"2,654",156,"Korea, Republic of"
Love Yourself,Justin Bieber,2021-02-03,"2,640",157,"Korea, Republic of"
DDU-DU DDU-DU,BLACKPINK,2021-02-03,"2,625",158,"Korea, Republic of"
WITHOUT YOU,The Kid LAROI,2021-02-03,"2,619",159,"Korea, Republic of"
Interlude : Shadow,BTS,2021-02-03,"2,613",160,"Korea, Republic of"
If the World Was Ending - feat. Julia Michaels,JP Saxe,2021-02-03,"2,611",161,"Korea, Republic of"
Butterfly,BTS,2021-02-03,"2,607",162,"Korea, Republic of"
Trivia 轉 : Seesaw,BTS,2021-02-03,"2,590",163,"Korea, Republic of"
Dream Glow (BTS World Original Soundtrack) - Pt. 1,"BTS, Charli XCX",2021-02-03,"2,586",164,"Korea, Republic of"
I'm Fine,BTS,2021-02-03,"2,564",165,"Korea, Republic of"
Scars To Your Beautiful,Alessia Cara,2021-02-03,"2,560",166,"Korea, Republic of"
Intentions (feat. Quavo),Justin Bieber,2021-02-03,"2,554",167,"Korea, Republic of"
Skin,Sabrina Carpenter,2021-02-03,"2,537",168,"Korea, Republic of"
You (with Marshmello & Vance Joy),benny blanco,2021-02-03,"2,536",169,"Korea, Republic of"
Waste It On Me (feat. BTS),Steve Aoki,2021-02-03,"2,532",170,"Korea, Republic of"
Run,BTS,2021-02-03,"2,532",171,"Korea, Republic of"
The Middle,"Zedd, Maren Morris, Grey",2021-02-03,"2,528",172,"Korea, Republic of"
Not Today,BTS,2021-02-03,"2,516",173,"Korea, Republic of"
Prisoner (feat. Dua Lipa),Miley Cyrus,2021-02-03,"2,515",174,"Korea, Republic of"
Heat Waves,Glass Animals,2021-02-03,"2,502",175,"Korea, Republic of"
Paris in the Rain,Lauv,2021-02-03,"2,498",176,"Korea, Republic of"
Let Go,BTS,2021-02-03,"2,496",177,"Korea, Republic of"
Crazy Over You,BLACKPINK,2021-02-03,"2,493",178,"Korea, Republic of"
Like,BTS,2021-02-03,"2,484",179,"Korea, Republic of"
Outro: Tear,BTS,2021-02-03,"2,479",180,"Korea, Republic of"
Just One Day,BTS,2021-02-03,"2,467",181,"Korea, Republic of"
Sucker,Jonas Brothers,2021-02-03,"2,456",182,"Korea, Republic of"
Fine,TAEYEON,2021-02-03,"2,448",183,"Korea, Republic of"
Ridin',NCT DREAM,2021-02-03,"2,446",184,"Korea, Republic of"
WAP (feat. Megan Thee Stallion),Cardi B,2021-02-03,"2,426",185,"Korea, Republic of"
My Favourite Clothes,RINI,2021-02-03,"2,422",186,"Korea, Republic of"
Paradise (feat. Dermot Kennedy),MEDUZA,2021-02-03,"2,396",187,"Korea, Republic of"
Heartbeat (BTS World Original Soundtrack),BTS,2021-02-03,"2,391",188,"Korea, Republic of"
Adore You,Harry Styles,2021-02-03,"2,391",189,"Korea, Republic of"
Say You Won't Let Go,James Arthur,2021-02-03,"2,388",190,"Korea, Republic of"
We Go Up,NCT DREAM,2021-02-03,"2,388",191,"Korea, Republic of"
Shape of You,Ed Sheeran,2021-02-03,"2,378",192,"Korea, Republic of"
Cherry Bomb,NCT 127,2021-02-03,"2,374",193,"Korea, Republic of"
Fire,BTS,2021-02-03,"2,364",194,"Korea, Republic of"
From Home,NCT U,2021-02-03,"2,341",195,"Korea, Republic of"
TOUCH,"NCT, NCT 127",2021-02-03,"2,341",196,"Korea, Republic of"
Candy,BAEKHYUN,2021-02-03,"2,328",197,"Korea, Republic of"
예뻤어 You Were Beautiful,DAY6,2021-02-03,"2,325",198,"Korea, Republic of"
Sour Candy (with BLACKPINK),Lady Gaga,2021-02-03,"2,307",199,"Korea, Republic of"
Break My Heart,Dua Lipa,2021-02-03,"2,300",200,"Korea, Republic of"
Dynamite,BTS,2021-02-04,"18,559",1,"Korea, Republic of"
Life Goes On,BTS,2021-02-04,"15,190",2,"Korea, Republic of"
Lovesick Girls,BLACKPINK,2021-02-04,"11,227",3,"Korea, Republic of"
Blue & Grey,BTS,2021-02-04,"8,974",4,"Korea, Republic of"
Boy With Luv (feat. Halsey),BTS,2021-02-04,"8,192",5,"Korea, Republic of"
Fly To My Room,BTS,2021-02-04,"7,516",6,"Korea, Republic of"
Stay,BTS,2021-02-04,"7,270",7,"Korea, Republic of"
Dis-ease,BTS,2021-02-04,"7,262",8,"Korea, Republic of"
drivers license,Olivia Rodrigo,2021-02-04,"7,233",9,"Korea, Republic of"
Black Mamba,aespa,2021-02-04,"7,145",10,"Korea, Republic of"
VVS,"Mirani, Munchman, Khundi Panda, MUSHVENOM, JUSTHIS",2021-02-04,"7,006",11,"Korea, Republic of"
Telepathy,BTS,2021-02-04,"6,949",12,"Korea, Republic of"
How You Like That,BLACKPINK,2021-02-04,"6,751",13,"Korea, Republic of"
At My Worst,Pink Sweat$,2021-02-04,"6,490",14,"Korea, Republic of"
Levitating (feat. DaBaby),Dua Lipa,2021-02-04,"6,269",15,"Korea, Republic of"
34+35,Ariana Grande,2021-02-04,"6,224",16,"Korea, Republic of"
Panorama,IZ*ONE,2021-02-04,"6,002",17,"Korea, Republic of"
Anyone,Justin Bieber,2021-02-04,"5,983",18,"Korea, Republic of"
Celebrity,IU,2021-02-04,"5,959",19,"Korea, Republic of"
ON,BTS,2021-02-04,"5,850",20,"Korea, Republic of"
I CAN'T STOP ME,TWICE,2021-02-04,"5,839",21,"Korea, Republic of"
Euphoria,BTS,2021-02-04,"5,267",22,"Korea, Republic of"
Save Your Tears,The Weeknd,2021-02-04,"5,218",23,"Korea, Republic of"
Mikrokosmos,BTS,2021-02-04,"5,171",24,"Korea, Republic of"
positions,Ariana Grande,2021-02-04,"5,126",25,"Korea, Republic of"
친구,BTS,2021-02-04,"5,112",26,"Korea, Republic of"
Filter,BTS,2021-02-04,"5,039",27,"Korea, Republic of"
Make A Wish (Birthday Song),NCT U,2021-02-04,"4,977",28,"Korea, Republic of"
Pretty Savage,BLACKPINK,2021-02-04,"4,917",29,"Korea, Republic of"
What Do I Call You,TAEYEON,2021-02-04,"4,909",30,"Korea, Republic of"
My Time,BTS,2021-02-04,"4,753",31,"Korea, Republic of"
Psycho,Red Velvet,2021-02-04,"4,658",32,"Korea, Republic of"
Blinding Lights,The Weeknd,2021-02-04,"4,640",33,"Korea, Republic of"
Ice Cream (with Selena Gomez),BLACKPINK,2021-02-04,"4,573",34,"Korea, Republic of"
Sweet Night,V,2021-02-04,"4,563",35,"Korea, Republic of"
Jamais Vu,BTS,2021-02-04,"4,563",36,"Korea, Republic of"
Not Shy,ITZY,2021-02-04,"4,519",37,"Korea, Republic of"
I Like Me Better,Lauv,2021-02-04,"4,379",38,"Korea, Republic of"
90's Love,NCT U,2021-02-04,"4,228",39,"Korea, Republic of"
Spring Day,BTS,2021-02-04,"4,227",40,"Korea, Republic of"
Magic Shop,BTS,2021-02-04,"4,200",41,"Korea, Republic of"
Someone You Loved,Lewis Capaldi,2021-02-04,"4,185",42,"Korea, Republic of"
Black Swan,BTS,2021-02-04,"4,156",43,"Korea, Republic of"
"How can I love the heartbreak, you're the one I love",AKMU,2021-02-04,"4,108",44,"Korea, Republic of"
Stuck with U (with Justin Bieber),Ariana Grande,2021-02-04,"4,090",45,"Korea, Republic of"
METEOR,CHANGMO,2021-02-04,"4,089",46,"Korea, Republic of"
Good Days,SZA,2021-02-04,"4,067",47,"Korea, Republic of"
Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,2021-02-04,"3,996",48,"Korea, Republic of"
Tomorrow,"lIlBOI, GIRIBOY, BIG Naughty",2021-02-04,"3,993",49,"Korea, Republic of"
Don't Start Now,Dua Lipa,2021-02-04,"3,956",50,"Korea, Republic of"
Make It Right,BTS,2021-02-04,"3,935",51,"Korea, Republic of"
DNA,BTS,2021-02-04,"3,845",52,"Korea, Republic of"
We are Bulletproof : the Eternal,BTS,2021-02-04,"3,835",53,"Korea, Republic of"
2002,Anne-Marie,2021-02-04,"3,811",54,"Korea, Republic of"
Therefore I Am,Billie Eilish,2021-02-04,"3,807",55,"Korea, Republic of"
willow,Taylor Swift,2021-02-04,"3,798",56,"Korea, Republic of"
00:00 (Zero O’Clock),BTS,2021-02-04,"3,774",57,"Korea, Republic of"
FAKE LOVE,BTS,2021-02-04,"3,756",58,"Korea, Republic of"
Beautiful People (feat. Khalid),Ed Sheeran,2021-02-04,"3,680",59,"Korea, Republic of"
For You,"LeeHi, Crush",2021-02-04,"3,677",60,"Korea, Republic of"
Intro : Persona,BTS,2021-02-04,"3,631",61,"Korea, Republic of"
Mood (feat. iann dior),24kGoldn,2021-02-04,"3,566",62,"Korea, Republic of"
People,Agust D,2021-02-04,"3,561",63,"Korea, Republic of"
Circles,Post Malone,2021-02-04,"3,532",64,"Korea, Republic of"
Holy (feat. Chance The Rapper),Justin Bieber,2021-02-04,"3,489",65,"Korea, Republic of"
Love Maze,BTS,2021-02-04,"3,483",66,"Korea, Republic of"
HOLO,LeeHi,2021-02-04,"3,422",67,"Korea, Republic of"
Moon,BTS,2021-02-04,"3,376",68,"Korea, Republic of"
Square (2017),Yerin Baek,2021-02-04,"3,373",69,"Korea, Republic of"
comethru,Jeremy Zucker,2021-02-04,"3,368",70,"Korea, Republic of"
The Truth Untold,"BTS, Steve Aoki",2021-02-04,"3,348",71,"Korea, Republic of"
Baila Conmigo (with Rauw Alejandro),Selena Gomez,2021-02-04,"3,334",72,"Korea, Republic of"
